,Name,Review Count,Category,Sub Category,Address,City,Zip Code,Phone number,Yelp Domain
874,Blue Basil,31 reviews,Food Trucks,Thai,8650 Spicewood Springs Rd ,Austin,78759,(512) 949-1442,https://www.yelp.com/biz/blue-basil-austin?hrid=3aipn23S-PErf8TDLmzL-Q&osq=Restaurants
875,Pluckers,298 reviews,American (Traditional),Chicken Wings,2222 Rio Grande St ,Austin,78705,(512) 469-9464,https://www.yelp.com/biz/pluckers-austin-3?hrid=lz6_YsaCO7V3JG69lpnB0w&osq=Restaurants
876,Pad Thai Cuisine,229 reviews,Thai,,1201 Barbara Jordan Blvd ,Austin,78723,(512) 469-1778,https://www.yelp.com/biz/pad-thai-cuisine-austin-4?hrid=mXtHNJVGm7aqPv1U6ZhvWg&osq=Restaurants
877,Wild Magnolias,4 reviews,Food Trucks,Soul Food,1106 East 11th St ,Austin,78702,(512) 992-5588,https://www.yelp.com/biz/wild-magnolias-austin?hrid=mWve51csmpE1putm2-hHDg&osq=Restaurants
878,My Granny's Kitchen,60 reviews,Food Trucks,Comfort Food,7800 S 1st St ,Austin,78745,(512) 222-3413,https://www.yelp.com/biz/my-grannys-kitchen-austin?hrid=FBHEqJtAZO49YS2h6nVGAw&osq=Restaurants
879,Cedro,310 reviews,Italian,Wine Bars,14028 N US Hwy 183 ,Austin,78717,(512) 643-1534,https://www.yelp.com/biz/cedro-austin?hrid=Ojp9Be5AnZEiQEuKu2Exzg&osq=Restaurants
880,Beaux Seafood,25 reviews,Seafood,,2301 Bliss Spillar RdManchaca,Austin,78652,(512) 804-8683,https://www.yelp.com/biz/beaux-seafood-manchaca?hrid=X7KumJ0khQwohVbJuojXiw&osq=Restaurants
881,Live Oak Market,173 reviews,Coffee & Tea,Convenience Stores,4410 Manchaca Rd ,Austin,78745,(512) 416-0300,https://www.yelp.com/biz/live-oak-market-austin?hrid=nD-tGyWO0KgryD-vPbcpbw&osq=Restaurants
882,Kerbey Lane Cafe,735 reviews,Breakfast & Brunch,Salad,3003 S Lamar Blvd ,Austin,78704,(512) 445-4451,https://www.yelp.com/biz/kerbey-lane-cafe-austin-6?hrid=ZC5q4iOYovARk4ChKTxsDw&osq=Restaurants
883,Manuel's,402 reviews,Mexican,,310 Congress Ave ,Austin,78701,(512) 472-7555,https://www.yelp.com/biz/manuels-austin-4?hrid=FTr8R26jl8zztESufY5A8A&osq=Restaurants
884,Bombay Bistro,342 reviews,Indian,Bars,4200 S Lamar Blvd ,Austin,78704,(512) 462-7227,https://www.yelp.com/biz/bombay-bistro-austin-3?hrid=SC8UYqsNFM-XAAYGCoPu0g&osq=Restaurants
885,Snarf's Sandwiches,89 reviews,Salad,Sandwiches,2901 Medical Arts St ,Austin,78705,(512) 687-2600,https://www.yelp.com/biz/snarfs-sandwiches-austin?hrid=ICaBqyhJFwEm7oHVdmKdlA&osq=Restaurants
886,El Chilito,66 reviews,Mexican,Coffee & Tea,6425 Burnet Rd ,Austin,78757,(512) 465-2718,https://www.yelp.com/biz/el-chilito-austin-8?hrid=hh2h5DRE6bf_onpC3zFTWg&osq=Restaurants
887,Rudy's Country Store & Bar-B-Q,938 reviews,Barbeque,Gas Stations,11570 Research Blvd ,Austin,78759,(512) 418-9898,https://www.yelp.com/biz/rudys-country-store-and-bar-b-q-austin-5?hrid=jZi5zukBjPqpuNqt3bKOWg&osq=Restaurants
888,VERTS Mediterranean Grill,225 reviews,Sandwiches,Mediterranean,2530 Guadalupe St ,Austin,78705,(512) 215-9589,https://www.yelp.com/biz/verts-mediterranean-grill-austin-7?hrid=ugoZIC8AyiEZXwkPiopJ0w&osq=Restaurants
889,Sichuan River,198 reviews,Szechuan,,4534 W Gate Blvd ,Austin,78745,(512) 892-6699,https://www.yelp.com/biz/sichuan-river-austin?hrid=kQYzrGvYoTistuGtJ79XeA&osq=Restaurants
890,Abuelo's,211 reviews,Mexican,Tex-Mex,2901 S Capital of Texas Hwy,Austin, Bldg 7Austin,(512) 306-0857,https://www.yelp.com/biz/abuelos-austin?hrid=xoYc_VD7E0jX3sBlJof9Nw&osq=Restaurants
891,Phil's Ice House,195 reviews,Burgers,,2901 S Lamar Blvd ,Austin,78704,(512) 707-8704,https://www.yelp.com/biz/phils-ice-house-austin-2?hrid=dgUk_rD2gtuofBJdnevrqg&osq=Restaurants
892,Z-Tejas Southwestern Grill,474 reviews,Tex-Mex,Mexican,9400 Arboretum Blvd ,Austin,78759,(512) 346-3506,https://www.yelp.com/biz/z-tejas-southwestern-grill-austin-2?hrid=gzSukc3lBl2zMOiFCeAKwA&osq=Restaurants
893,J. BLACK'S Feel Good Kitchen & Lounge,212 reviews,Lounges,American (New),710 W 6th St ,Austin,78701,(512) 433-6954,https://www.yelp.com/biz/j-blacks-feel-good-kitchen-and-lounge-austin-2?hrid=zgmpuwRqLllv0T-pLPh1GA&osq=Restaurants
894,VERTS Mediterranean Grill,124 reviews,Mediterranean,Sandwiches,1801 E 51st St ,Austin,78723,(512) 373-8736,https://www.yelp.com/biz/verts-mediterranean-grill-austin-4?hrid=coPYcyQbkLvGDMSUfR_6AQ&osq=Restaurants
895,Burro Cheese Kitchen,213 reviews,Sandwiches,Food Trucks,,Austin,,(512) 865-7730,https://www.yelp.com/biz/burro-cheese-kitchen-austin?hrid=aUKSbxEoNxB_5RWAO8Aduw&osq=Restaurants
896,Thai Kitchen,454 reviews,Thai,,3009 Guadalupe St ,Austin,78705,(512) 474-2575,https://www.yelp.com/biz/thai-kitchen-austin-2?hrid=ZyGKwqloucWScJx54NWkiQ&osq=Restaurants
897,QuinoaGrill,157 reviews,Peruvian,Sandwiches,2051 Gattis School RdRound Rock,Austin,78664,(512) 369-3112,https://www.yelp.com/biz/quinoagrill-round-rock?hrid=RI_0Ar0cF67m7pvBPiitHQ&osq=Restaurants
898,Mi Tradicion,78 reviews,Mexican,Bakeries,801 E William Cannon Dr ,Austin,78745,(512) 445-9120,https://www.yelp.com/biz/mi-tradicion-austin-2?hrid=qP4J3wAMD5iNyeguignOgQ&osq=Restaurants
899,Steiner Ranch Steakhouse,468 reviews,Steakhouses,,5424 Steiner Ranch Blvd ,Austin,78732,(512) 381-0800,https://www.yelp.com/biz/steiner-ranch-steakhouse-austin?hrid=jXNGgW8oHsBndZTxfYJm6g&osq=Restaurants
900,Cheap Date,2 reviews,Food Trucks,African,409 Jessie St ,Austin,78704,(512) 662-8682,https://www.yelp.com/biz/cheap-date-austin?hrid=P6dkw6GlfqeB_CSJOG3h_Q&osq=Restaurants
901,La Sirena,3 reviews,Food Trucks,Seafood,80 Rainey St ,Austin,78701,(512) 619-3008,https://www.yelp.com/biz/la-sirena-austin-2?hrid=E_E2DWOouflbb230rld6zA&osq=Restaurants
902,Iron Cactus,768 reviews,Mexican,Bars,606 Trinity St ,Austin,78701,(512) 472-9240,https://www.yelp.com/biz/iron-cactus-austin-11?hrid=hk7tFyv9ccxUEQ-5XkgElw&osq=Restaurants
903,Caffe Aragona,5 reviews,Cafes,Italian,914 Congress Ave ,Austin,78701,(512) 505-8784,https://www.yelp.com/biz/caffe-aragona-austin?hrid=4HhnrT5_V8W33UMy9bFp2A&osq=Restaurants
904,Midori Sushi,786 reviews,Japanese,Sushi Bars,13435 N Hwy 183 ,Austin,78750,(512) 257-1411,https://www.yelp.com/biz/midori-sushi-austin?hrid=E52KVrYiOjv-uhVEPkNlsQ&osq=Restaurants
905,Texas Honey Ham Company,183 reviews,Sandwiches,Breakfast & Brunch,3736 Bee Cave RdWest Lake Hills,Austin,78746,(512) 330-9888,https://www.yelp.com/biz/texas-honey-ham-company-west-lake-hills?hrid=owAgLZl_ZusKLRxBSsdpTw&osq=Restaurants
906,Ken's Subs Tacos & More,203 reviews,Sandwiches,Mexican,9408 Dessau Rd ,Austin,78754,(512) 837-9370,https://www.yelp.com/biz/kens-subs-tacos-and-more-austin?hrid=N5l_PrjqyZD8zKSxbJImSA&osq=Restaurants
907,Ned Granger Cafe,3 reviews,Tex-Mex,American (Traditional),314 W 11th St ,Austin,78701,(512) 854-4411,https://www.yelp.com/biz/ned-granger-cafe-austin?hrid=hGVaOMChrKKf4AfSVfVUQw&osq=Restaurants
908,Syriano Shawarma,57 reviews,Middle Eastern,Food Trucks,,Austin,,(512) 394-7595,https://www.yelp.com/biz/syriano-shawarma-austin-2?hrid=I72YLbobRsbsh71ofngwfw&osq=Restaurants
909,Wingzup,283 reviews,Chicken Wings,American (Traditional),1000 E 41st St ,Austin,78751,(512) 323-2587,https://www.yelp.com/biz/wingzup-austin?hrid=SxG-zeV4EhGIlIeGa22YeQ&osq=Restaurants
910,The East End On 7th,3 reviews,Bars,American (Traditional),3518 E 7th St ,Austin,78702,(512) 931-4720,https://www.yelp.com/biz/the-east-end-on-7th-austin?hrid=icuHCRnfLBE5mXH_p5oWNA&osq=Restaurants
911,Texas French Bread,257 reviews,Bakeries,American (New),2900 Rio Grande St ,Austin,78705,(512) 499-0544,https://www.yelp.com/biz/texas-french-bread-austin-2?hrid=c49BP2ACPISNBPx4iy7aEw&osq=Restaurants
912,Noble Sandwich,329 reviews,Sandwiches,Breakfast & Brunch,12233 RR 620 N ,Austin,78750,(512) 382-6248,https://www.yelp.com/biz/noble-sandwich-austin-3?hrid=VOezZESQcXXT1tp20Tc5bw&osq=Restaurants
913,Snap Kitchen,29 reviews,Gluten-Free,Food Delivery Services,3563 Far West Blvd ,Austin,78731,(512) 372-3900,https://www.yelp.com/biz/snap-kitchen-austin-5?hrid=NX-Baqk9kkL-KopV_AyWYQ&osq=Restaurants
914,Crazy Ricky's Dawg House,3 reviews,Burgers,Food Stands,1208 Chicon St ,Austin,78702,(512) 474-7425,https://www.yelp.com/biz/crazy-rickys-dawg-house-austin-3?hrid=VBrLVjuXcKWcJIcr1zL4Tg&osq=Restaurants
915,Torchy's Tacos,672 reviews,Mexican,Tex-Mex,2809 S 1st St ,Austin,78704,(512) 444-0300,https://www.yelp.com/biz/torchys-tacos-austin-3?hrid=_NWVeq5VK-VXKTbIh2mLgw&osq=Restaurants
916,Capital City Bakery,339 reviews,Bakeries,Desserts,2211 E Cesar Chavez ,Austin,78702,(512) 666-7437,https://www.yelp.com/biz/capital-city-bakery-austin?hrid=qDFvruwHdajHW_7wtnxBHg&osq=Restaurants
917,Salsa and Kimchi,48 reviews,Food Trucks,Mexican,11444 Manchaca Rd ,Austin,78748,(512) 200-3082,https://www.yelp.com/biz/salsa-and-kimchi-austin?hrid=cRkyK5Km9p-f0oTDE8S3HA&osq=Restaurants
918,Baja St,21 reviews,Japanese,Mexican,,Austin,,(512) 743-7828,https://www.yelp.com/biz/baja-st-austin-2?hrid=vk_Ic2hDIQTdi9Jj6jHyTQ&osq=Restaurants
919,Taqueria 7 Estrellas,29 reviews,Food Stands,Mexican,8630 N Lamar Blvd ,Austin,78753,(512) 803-7176,https://www.yelp.com/biz/taqueria-7-estrellas-austin?hrid=R4JPYgZ1QyDz57x31MObDg&osq=Restaurants
920,Tierra Linda Tacos,67 reviews,Mexican,,Fairfield Drive & Research Blvd ,Austin,78757,(512) 419-9190,https://www.yelp.com/biz/tierra-linda-tacos-austin?hrid=426Czc4sfVW_QPWapB9h2w&osq=Restaurants
921,Mighty Fine Burgers Fries & Shakes,309 reviews,Burgers,,5601 Brodie Ln ,Austin,78745,(512) 735-2800,https://www.yelp.com/biz/mighty-fine-burgers-fries-and-shakes-austin-2?hrid=V7MJDNhNiPvENyxWLsMlhg&osq=Restaurants
922,Rico's Tacos,13 reviews,Mexican,,1913 W Ben White Blvd ,Austin,78745,,https://www.yelp.com/biz/ricos-tacos-austin?hrid=KjIC9SWj5xSV-eJlC4bkQg&osq=Restaurants
923,The Vegan Nom,262 reviews,Vegan,Food Trucks,,Austin,,(512) 497-3147,https://www.yelp.com/biz/the-vegan-nom-austin?hrid=odagYWquhnvp-cCKQWv3WQ&osq=Restaurants
924,Pita Fusion - Lake Creek,83 reviews,Sandwiches,,13776 US Hwy 183 ,Austin,78750,(512) 243-6548,https://www.yelp.com/biz/pita-fusion-lake-creek-austin?hrid=93_0Gpart47YWCHyafWVrQ&osq=Restaurants
925,Jasmine's Restaurant,64 reviews,Breakfast & Brunch,Mexican,2463 Hwy 71 EDel Valle,Austin,78617,(512) 389-2810,https://www.yelp.com/biz/jasmines-restaurant-del-valle?hrid=77mgA8RWFEX5bQgGtq_i-Q&osq=Restaurants
926,Tacos Ivan,39 reviews,Food Stands,Mexican,7007 Village Center Dr ,Austin,78731,(512) 795-0899,https://www.yelp.com/biz/tacos-ivan-austin?hrid=L53nGxW2xiYRkbS4U4kn8w&osq=Restaurants
927,Jenna's Asian Kitchen,386 reviews,Chinese,Korean,12300 Ranch Rd 620 N ,Austin,78750,(512) 258-8282,https://www.yelp.com/biz/jennas-asian-kitchen-austin?hrid=lKrTGf_-eFTBh9or6715Og&osq=Restaurants
928,The Omelettry,154 reviews,American (Traditional),Breakfast & Brunch,4631 Airport Blvd ,Austin,78751,(512) 453-5062,https://www.yelp.com/biz/the-omelettry-austin-3?hrid=v-HTuweMfTwwHCpYZagO-w&osq=Restaurants
929,Casa Maria,224 reviews,Mexican,,4327 S 1st St ,Austin,78745,(512) 444-8861,https://www.yelp.com/biz/casa-maria-austin?hrid=LZJbLeaUYtnbTE4QDj55yg&osq=Restaurants
930,Great Harvest Bread Company,26 reviews,Bakeries,Sandwiches,3201 Bee Cave Rd ,Austin,78746,(512) 329-9216,https://www.yelp.com/biz/great-harvest-bread-company-austin?hrid=vR7cxyOdii_W0WMWofGYkg&osq=Restaurants
931,Lucky's BBQ,2 reviews,Barbeque,,4812 Mt Bonnell Rd ,Austin,78731,(512) 203-2080,https://www.yelp.com/biz/luckys-bbq-austin?hrid=D2vN8Co63FbhCrxSvFWUUg&osq=Restaurants
932,Sweet Ritual,381 reviews,Vegan,Ice Cream & Frozen Yogurt,4631 Airport Blvd ,Austin,78751,(512) 666-8346,https://www.yelp.com/biz/sweet-ritual-austin?hrid=fVdsGgHGvlYunJtGdITH1w&osq=Restaurants
933,Coffee Shark,33 reviews,Coffee & Tea,Cafes,7300 Ranch Rd 2222 ,Austin,78730,(512) 505-8051,https://www.yelp.com/biz/coffee-shark-austin?hrid=kN5K97me742qHvPiJUJcMw&osq=Restaurants
934,Amaya's Taco Village,394 reviews,Mexican,Tex-Mex,5804 N Interstate 35 ,Austin,78751,(512) 458-2531,https://www.yelp.com/biz/amayas-taco-village-austin?hrid=cJMSdhHfvhjlU98c5nlvsg&osq=Restaurants
935,Matt's Famous El Rancho,832 reviews,Mexican,Tex-Mex,2613 S Lamar Blvd ,Austin,78704,(512) 462-9333,https://www.yelp.com/biz/matts-famous-el-rancho-austin-2?hrid=mTlE8RaDcubEydB3dfHLcg&osq=Restaurants
936,Pour House Pub,251 reviews,Pubs,Burgers,6701 Burnet Rd ,Austin,78757,(512) 294-2279,https://www.yelp.com/biz/pour-house-pub-austin?hrid=-FR2-pIi8r1kHmMxHOk0cg&osq=Restaurants
937,Hummus Cuisine,63 reviews,Sandwiches,Lebanese,11444 Manchaca Rd ,Austin,78748,(512) 412-1229,https://www.yelp.com/biz/hummus-cuisine-austin?hrid=tkb-kCi-5Mk6vKBYdjJFAg&osq=Restaurants
938,Posse East,95 reviews,Bars,Burgers,2900 Duval St ,Austin,78705,(512) 477-2111,https://www.yelp.com/biz/posse-east-austin?hrid=agxrAxZ7BMwhTF7f8FQdTg&osq=Restaurants
939,The Hideout Coffeehouse,233 reviews,Coffee & Tea,Cafes,617 Congress Ave ,Austin,78701,(512) 443-3688,https://www.yelp.com/biz/the-hideout-coffeehouse-austin-2?hrid=DQiQtOlm_rlaO-mtGxS3Pg&osq=Restaurants
940,Punch Bowl Social Austin,428 reviews,Bowling,Gastropubs,11310 Domain Dr ,Austin,78758,(512) 368-9070,https://www.yelp.com/biz/punch-bowl-social-austin-austin-2?hrid=-JetfeljicZBZbVwoh2ZOA&osq=Restaurants
941,Curra's Grill,993 reviews,Mexican,,614 E Oltorf St ,Austin,78704,(512) 444-0012,https://www.yelp.com/biz/curras-grill-austin?hrid=G-J0GaaoLr5ZoQgZc9IPuQ&osq=Restaurants
942,La Traila at Mesa,27 reviews,Food Trucks,Mexican,8143 Mesa Dr ,Austin,78759,(512) 466-0123,https://www.yelp.com/biz/la-traila-at-mesa-austin-3?hrid=lO7YveCDj3AIEYlFxdrKlQ&osq=Restaurants
943,Go Go Gourmet,56 reviews,American (Traditional),Cafes,104 E 31st St ,Austin,78705,(512) 589-6063,https://www.yelp.com/biz/go-go-gourmet-austin-3?hrid=Y32eGanZb-tOF18XlxJNNw&osq=Restaurants
944,Russell's Bistro,278 reviews,Breakfast & Brunch,American (Traditional),1601 W 38th St ,Austin,78731,(512) 467-7877,https://www.yelp.com/biz/russells-bistro-austin?hrid=8ghj1c9-DgLCvLFfXKYDiA&osq=Restaurants
945,Jersey Giant Pizza,34 reviews,Pizza,Italian,7318 McNeil Dr ,Austin,78729,(512) 362-8842,https://www.yelp.com/biz/jersey-giant-pizza-austin-2?hrid=lL3oOQLEJntExCRgZ9OkHw&osq=Restaurants
946,JD's Tacos,6 reviews,American (Traditional),Mexican,13404 Fm 969 ,Austin,78724,(512) 233-8899,https://www.yelp.com/biz/jds-tacos-austin?hrid=naZ7w_sae3LMmxGcNejDig&osq=Restaurants
947,Taqueria Morales,126 reviews,Food Trucks,Mexican,1415 W William Cannon ,Austin,78745,(512) 906-4933,https://www.yelp.com/biz/taqueria-morales-austin?hrid=ITvPWShIPm9xux9Ey6Ov8w&osq=Restaurants
948,Din Ho Chinese BBQ,664 reviews,Chinese,,8557 Research Blvd ,Austin,78758,(512) 832-8788,https://www.yelp.com/biz/din-ho-chinese-bbq-austin?hrid=Xx32QX2HRl3w1Nka8ojELQ&osq=Restaurants
949,Fresa's Chicken al Carbon,318 reviews,Mexican,,915 N Lamar Blvd ,Austin,78703,(512) 428-5077,https://www.yelp.com/biz/fresas-chicken-al-carbon-austin-3?hrid=rzP1A-Z-0wUA7bWmIz37DA&osq=Restaurants
950,Grand Lux Cafe,146 reviews,American (Traditional),Desserts,11506 Century Oaks Ter ,Austin,78758,(512) 873-7477,https://www.yelp.com/biz/grand-lux-cafe-austin-3?hrid=HiLtzdMkNX4Se0eKQIaAdg&osq=Restaurants
951,Belly Up,41 reviews,Food Trucks,Salad,,Austin,,(512) 665-7044,https://www.yelp.com/biz/belly-up-austin-2?hrid=6rmpOQRDzIj9Zve8XVppow&osq=Restaurants
952,Shahi Cafè,101 reviews,Mediterranean,Middle Eastern,12410 N Lamar Blvd ,Austin,78753,(512) 837-8669,https://www.yelp.com/biz/shahi-caf%C3%A8-austin?hrid=p7z_3QVuvhetDuC-C1mgLQ&osq=Restaurants
953,Jim's Restaurant,111 reviews,Diners,American (Traditional),9091 Research Blvd ,Austin,78758,(512) 837-1119,https://www.yelp.com/biz/jims-restaurant-austin-8?hrid=jQk-a4DT6or5Sh-P7mXZig&osq=Restaurants
954,Crazy Ricky's Dawg House,6 reviews,Burgers,,1501 E 6th St ,Austin,78702,,https://www.yelp.com/biz/crazy-rickys-dawg-house-austin-2?hrid=O6ypEIL7wEwovd0SbLtb3A&osq=Restaurants
955,Tacodeli,121 reviews,Mexican,,701 S Capital Of Texas HwyWest Lake Hills,Austin,78746,(512) 347-8888,https://www.yelp.com/biz/tacodeli-west-lake-hills?hrid=f-vo4bjA2n2CjYODGoPQNA&osq=Restaurants
956,Flyrite Chicken,112 reviews,Sandwiches,Fast Food,6539 Burnet Rd ,Austin,78757,(512) 243-6258,https://www.yelp.com/biz/flyrite-chicken-austin-3?hrid=FZsodjdqz4IXwaApJ-NK_A&osq=Restaurants
957,Taqueria Mi Trailita,79 reviews,Food Trucks,Mexican,5301 Manor Rd ,Austin,78723,(512) 497-9877,https://www.yelp.com/biz/taqueria-mi-trailita-austin?hrid=wSJKEAXkAZEul4Ly64qs9Q&osq=Restaurants
958,Keith's BBQ,63 reviews,Food Trucks,Barbeque, ,Austin,78704,(512) 801-5663,https://www.yelp.com/biz/keiths-bbq-austin-2?hrid=ojNlDRkLxv0OHT7QpUdM2A&osq=Restaurants
959,JR'S Tacos,113 reviews,Mexican,Breakfast & Brunch,1921 Cedar Bend Dr ,Austin,78758,(512) 831-5554,https://www.yelp.com/biz/jrs-tacos-austin?hrid=xCRkBfzlTultdCt4FIOL5w&osq=Restaurants
960,Duy Vietnamese Restaurant,132 reviews,Vietnamese,,10901 N Lamar Blvd ,Austin,78753,(512) 339-9991,https://www.yelp.com/biz/duy-vietnamese-restaurant-austin?hrid=3BMTa5XiVapV47tzrriTIQ&osq=Restaurants
961,Taqueria Lucerito,3 reviews,Food Trucks,Mexican,519 E 7th St ,Austin,78701,,https://www.yelp.com/biz/taqueria-lucerito-austin?hrid=dnDF7oaq0zkg-9Mk-sKWzA&osq=Restaurants
962,Bella Donna Subs,87 reviews,Sandwiches,Wraps,4612 Burleson Rd ,Austin,78744,(512) 804-2223,https://www.yelp.com/biz/bella-donna-subs-austin-3?hrid=B-EIe0u1v2JxSUiv1GlOEg&osq=Restaurants
963,Captain Benny's Seafood,129 reviews,Seafood,Cajun/Creole,5700 N I H 35 ,Austin,78751,(512) 452-1417,https://www.yelp.com/biz/captain-bennys-seafood-austin?hrid=n5E0G2qQEvvIItVPzTYXcQ&osq=Restaurants
964,Black Walnut Cafe,185 reviews,American (Traditional),Breakfast & Brunch,11101 Burnet Rd ,Austin,78758,(512) 873-7800,https://www.yelp.com/biz/black-walnut-cafe-austin-4?hrid=cO_55FbYHywA9NckTELUDg&osq=Restaurants
965,The Park on South Lamar,331 reviews,Burgers,Sports Bars,4024 S Lamar Blvd ,Austin,78704,(512) 731-2077,https://www.yelp.com/biz/the-park-on-south-lamar-austin-3?hrid=MTs305n-K8sIiG4T20t5FA&osq=Restaurants
966,Sage Cafe,59 reviews,Coffee & Tea,Sandwiches,2810 S Congress Ave ,Austin,78704,(512) 916-8804,https://www.yelp.com/biz/sage-cafe-austin?hrid=VRzTJkRQ706ZMZ0jE-f9uA&osq=Restaurants
967,Monkey Nest Coffee,479 reviews,Coffee & Tea,Cafes,5353 Burnet Rd ,Austin,78756,(512) 505-8033,https://www.yelp.com/biz/monkey-nest-coffee-austin-2?hrid=RZeA_g0p__jYjnCrRth-1A&osq=Restaurants
968,North By Northwest Restaurant & Brewery - Slaughter,209 reviews,Breweries,American (Traditional),5701 W Slaughter Ln ,Austin,78749,(512) 301-6969,https://www.yelp.com/biz/north-by-northwest-restaurant-and-brewery-slaughter-austin?hrid=zBCvmurHMurfmn8AvItE8g&osq=Restaurants
969,Kebabalicious,148 reviews,Turkish,Food Trucks,3rd St & Congress Ave ,Austin,78701,(512) 468-1065,https://www.yelp.com/biz/kebabalicious-austin-2?hrid=ax84S91QJlNE2rC0P6UAxQ&osq=Restaurants
970,Dos Amigos Mexican Food,26 reviews,Food Trucks,Mexican,3713 Guadalupe St ,Austin,78705,(512) 762-3081,https://www.yelp.com/biz/dos-amigos-mexican-food-austin?hrid=nGTewBRrqa3EWqhvtEViLA&osq=Restaurants
971,Sandy's Hamburgers,294 reviews,Burgers,,603 Barton Springs Rd ,Austin,78704,(512) 478-6322,https://www.yelp.com/biz/sandys-hamburgers-austin?hrid=0JpO0f4DZ1wvoPEgi92-QA&osq=Restaurants
972,Arlo's,29 reviews,Vegan,Burgers,2908 Fruth St ,Austin,78705,(512) 840-8585,https://www.yelp.com/biz/arlos-austin-3?hrid=u01S-SzO7xYLG_x9WQUEWQ&osq=Restaurants
973,Ajo Restaurant,249 reviews,American (New),Salad,121 E Main StRound Rock,Austin,78664,(512) 992-2335,https://www.yelp.com/biz/ajo-restaurant-round-rock-2?hrid=axcRW-U0hc1WhMgg6ZC3bQ&osq=Restaurants
974,Sullivan's Steakhouse,385 reviews,Steakhouses,,300 Colorado St ,Austin,78701,(512) 495-6504,https://www.yelp.com/biz/sullivans-steakhouse-austin?hrid=K3Z9Zn_U-dd4cCxoLBStWw&osq=Restaurants
975,La Hawaiina,2 reviews,Hot Dogs,Mexican,2223 Burton Dr ,Austin,78741,(972) 480-2137,https://www.yelp.com/biz/la-hawaiina-austin?hrid=ajbe0R9ZdnJUZvhCXGSiEw&osq=Restaurants
976,Messhall Cafe,23 reviews,Breakfast & Brunch,American (Traditional),1019 Brazos St ,Austin,78701,(512) 322-9625,https://www.yelp.com/biz/messhall-cafe-austin?hrid=Co2daKbuVQIvlrzrcqTfzg&osq=Restaurants
977,Tarka Indian Kitchen,99 reviews,Indian,Gluten-Free,11501 Rock Rose Ave ,Austin,78746,(512) 719-3311,https://www.yelp.com/biz/tarka-indian-kitchen-austin-5?hrid=My-aACzhOnWqpSEobeIbTQ&osq=Restaurants
978,Sushi Bang Bang,556 reviews,Japanese,Sushi Bars,14005 N Hwy 183 ,Austin,78717,(512) 609-8185,https://www.yelp.com/biz/sushi-bang-bang-austin?hrid=4iHiMUdDGwLuaHQn-cOcRQ&osq=Restaurants
979,Chetos Tacos,6 reviews,Food Trucks,Tacos,4011 Red River St ,Austin,78751,,https://www.yelp.com/biz/chetos-tacos-austin?hrid=UNsANHV_vZN9-GdufL36xQ&osq=Restaurants
980,Cheke's Takos,20 reviews,Food Trucks,Mexican,504 W Oltorf St ,Austin,78704,(512) 779-6847,https://www.yelp.com/biz/chekes-takos-austin-3?hrid=JRgTaGyLI83Sj3WQWpbrdw&osq=Restaurants
981,Sabor A Honduras,28 reviews,Street Vendors,Latin American,2538 Elmont Dr ,Austin,78741,(512) 326-1086,https://www.yelp.com/biz/sabor-a-honduras-austin?hrid=sdl6jaG_UuXjHj3vpZEg5w&osq=Restaurants
982,The Mighty Cone,364 reviews,American (New),Food Stands,2512 Rio Grande ,Austin,78705,(512) 383-9609,https://www.yelp.com/biz/the-mighty-cone-austin-2?hrid=a8-17VS6Ieh7w3OR4BdJpQ&osq=Restaurants
983,Quality Seafood Wholesale,24 reviews,Seafood,Seafood Markets,5621 Airport Blvd ,Austin,78751,(512) 452-3820,https://www.yelp.com/biz/quality-seafood-wholesale-austin?hrid=25UEmlJRMPPz6Jmo4WEreg&osq=Restaurants
984,Valentina's Tex Mex BBQ,665 reviews,Food Trucks,Barbeque,11500 Manchaca Rd ,Austin,78748,(512) 221-4248,https://www.yelp.com/biz/valentinas-tex-mex-bbq-austin?hrid=N7wY9fRc8sJx1RvdiqOtQQ&osq=Restaurants
985,Tucci's Southside Subs,198 reviews,American (Traditional),Delis,801 E William Cannon Dr ,Austin,78745,(512) 440-1850,https://www.yelp.com/biz/tuccis-southside-subs-austin?hrid=hRdbNZVW0q0yTl1yYM35Ww&osq=Restaurants
986,Gloria's Latin Cuisine,214 reviews,Mexican,Salvadoran,300 W 6th St ,Austin,78701,(512) 236-1795,https://www.yelp.com/biz/glorias-latin-cuisine-austin?hrid=NdZ9s5xHen_EqqXrN5z7jg&osq=Restaurants
987,Bert's BBQ,41 reviews,Barbeque,,907 W 24th St ,Austin,78705,(512) 474-2613,https://www.yelp.com/biz/berts-bbq-austin?hrid=XBQhuJD5UmLu-m0MF-FOQA&osq=Restaurants
988,Arepas Grill,1 review,Venezuelan,Food Trucks,7545 N Lamar Blvd ,Austin,78752,(512) 998-0529,https://www.yelp.com/biz/arepas-grill-austin?hrid=knetCqwzEP0xEnet5FLYyQ&osq=Restaurants
989,Bombay Bistro,489 reviews,Indian,,10710 Research Blvd ,Austin,78759,(512) 342-2252,https://www.yelp.com/biz/bombay-bistro-austin?hrid=k4enKPUozeF10Y2xorFYag&osq=Restaurants
990,El Mercado,183 reviews,Sports Bars,Tex-Mex,1702 Lavaca St ,Austin,78701,(512) 477-7689,https://www.yelp.com/biz/el-mercado-austin-2?hrid=8Ca_3V_qACN8SbgYL1JYgw&osq=Restaurants
